spec_id,screen_size,brand,type,megapixels,dots,weight,dimensions
www.price-hunt.com//729,2.7,pentax,point shoot,14.0,230000d,167.0,2.3h4.5w1.1d
www.price-hunt.com//9793,3.0,sony,dslr,24.3,921600d,350.0,4.7h2.6w1.7d
www.price-hunt.com//9681,2.7,panasonic,camcorder,,123200d,273.0,2.2h2.5w4.2d
www.price-hunt.com//791,2.7,sony,camcorder,,211200d,,
www.price-hunt.com//9814,3.0,panasonic,camcorder,14.3,230400d,180.0,3.4h4.8w1.5d
www.price-hunt.com//841,1.4,garmin,sports action,16.0,,177.0,1.3h2.1w4.4d
www.price-hunt.com//857,3.0,panasonic,point shoot,16.1,460000d,606.0,3.8h5.1w4.7d
www.price-hunt.com//9802,3.0,olympus,point shoot,14.0,230000d,125.0,2.2h3.8w0.8d
www.price-hunt.com//9551,3.0,nikon,point shoot,12.2,921000d,200.0,
www.price-hunt.com//912,2.7,panasonic,camcorder,8.9,230400d,181.0,2.1h2.4w4.5d
www.price-hunt.com//9855,3.0,kodak,point shoot,14.0,230000d,519.0,3.3h4.9w4.1d
www.price-hunt.com//945,2.7,panasonic,camcorder,1.3,230400d,181.0,2.0h2.3w4.4d
www.price-hunt.com//9654,3.0,pentax,advanced point shoot,16.0,460000d,598.0,4.7h3.4w4.2d
www.price-hunt.com//9711,3.0,panasonic,point shoot,10.1,460000d,271.0,2.6h4.3w1.7d
www.price-hunt.com//744,,sony,camcorder,11.9,,65.0,1.0h1.9w3.2d
www.price-hunt.com//9592,3.0,sony,point shoot,20.1,1228800d,290.0,4.0h2.3w1.6d
www.price-hunt.com//9603,2.7,sony,,14.1,,108.0,
www.price-hunt.com//9879,2.7,nikon,point shoot,20.1,230000d,125.0,2.3h3.8w0.8d
www.price-hunt.com//9615,2.7,panasonic,camcorder,2.1,230400d,,2.1h2.6w4.4d
www.price-hunt.com//9750,,sony,sports action,11.9,,65.0,1.0h1.9w3.2d
www.price-hunt.com//9880,3.0,olympus,point shoot,14.0,230400d,158.0,2.3h4.0w1.1d
www.price-hunt.com//9584,3.0,sony,dslr,24.3,1228800d,,4.4h5.8w3.1d
www.price-hunt.com//9838,2.7,sony,,10.2,,120.0,
www.price-hunt.com//9635,3.0,panasonic,point shoot,16.1,460000d,193.0,2.3h4.1w1.1d
www.price-hunt.com//9818,2.7,sony,,12.1,,117.0,
www.price-hunt.com//908,3.0,sony,dslr,20.1,460800d,269.0,2.5h4.3w1.4d
www.price-hunt.com//772,3.0,nikon,point shoot,10.1,921000d,360.0,4.5h3.0w1.8d
www.price-hunt.com//9662,3.0,canon,point shoot,12.1,461000d,224.0,2.4h4.2w1.3d
www.price-hunt.com//9731,3.0,sony,mirrorless,24.3,921600d,291.0,4.7h2.6w1.7d
www.price-hunt.com//9859,3.0,panasonic,point shoot,14.1,230000d,498.0,3.1h4.7w3.6d
www.price-hunt.com//733,3.0,sony,dslr,24.3,921600d,474.0,5.0h3.7w1.9d
www.price-hunt.com//898,2.7,sony,dslr,20.1,460800d,492.0,5.1h3.8w3.1d
www.price-hunt.com//877,3.0,panasonic,point shoot,12.1,460000d,196.0,2.3h4.1w1.3d
www.price-hunt.com//9822,1.5,aiptek,camcorder,4.0,,900.0,8.5h6.8w3.0d
www.price-hunt.com//748,3.0,pentax,point shoot,16.0,460000d,230.0,2.5h4.9w1.3d
www.price-hunt.com//820,2.7,panasonic,point shoot,14.1,230000d,145.0,2.1h3.8w0.9d
www.price-hunt.com//9863,2.7,panasonic,point shoot,16.1,230000d,104.0,2.1h3.7w0.7d
www.price-hunt.com//9619,2.7,fujifilm,point shoot,12.1,230000d,168.0,2.2h3.8w1.1d
www.price-hunt.com//924,2.7,sony,camcorder,9.2,230000d,210.0,
www.price-hunt.com//9588,2.7,panasonic,point shoot,14.1,230000d,159.0,2.2h3.9w1.0d
www.price-hunt.com//9835,,fujifilm,instant,,,610.0,7.0h4.6w3.7d
www.price-hunt.com//860,3.0,sony,camcorder,16.1,,1520.0,3.6h5.1w8.8d
www.price-hunt.com//9862,3.0,samsung,point shoot,16.2,230000d,403.0,3.1h4.5w3.4d
www.price-hunt.com//9874,3.0,canon,dslr,18.0,1040000d,475.0,5.1h3.8w3.0d
www.price-hunt.com//9659,3.0,sony,camcorder,24.5,921000d,460.0,
www.price-hunt.com//749,3.0,nikon,point shoot,16.0,921000d,232.0,2.5h4.3w1.4d
www.price-hunt.com//933,3.0,sony,point shoot,20.2,1228800d,813.0,3.5h5.1w4.0d
www.price-hunt.com//899,2.4,aiptek,camcorder,,,800.0,1.9h3.3w4.7d
www.price-hunt.com//9570,3.0,nikon,point shoot,20.1,230000d,164.0,2.4h3.8w1.1d
www.price-hunt.com//732,3.2,nikon,dslr,24.3,921000d,850.0,5.6h4.4w3.2d
www.price-hunt.com//9767,2.7,fujifilm,point shoot,16.0,230000d,168.0,2.4h3.7w1.1d
www.price-hunt.com//9788,,sony,,18.0,,105.0,
www.price-hunt.com//9622,3.0,canon,point shoot,12.1,922000d,352.0,3.0h4.2w1.6d
www.price-hunt.com//9858,3.0,fujifilm,point shoot,12.2,230000d,113.0,2.2h3.6w0.8d
www.price-hunt.com//765,3.0,sony,camcorder,9.2,460000d,325.0,
www.price-hunt.com//9675,3.0,sony,dslr,24.3,921600d,,5.6h4.1w3.2d
www.price-hunt.com//9819,3.0,samsung,point shoot,12.0,230000d,211.0,2.4h4.2w1.1d
www.price-hunt.com//929,2.8,canon,point shoot,12.1,461000d,551.0,3.4h4.8w4.2d
www.price-hunt.com//883,3.2,canon,dslr,22.3,0401000d,860.0,6.0h4.6w3.0d
www.price-hunt.com//9839,2.7,sony,point shoot,20.1,230400d,125.0,2.2h3.8w0.8d
www.price-hunt.com//9643,2.0,drift,sports action,11.0,,167.0,2.0h4.1w1.3d
www.price-hunt.com//9614,,fujifilm,instant,,,320.0,4.7h4.8w2.8d
www.price-hunt.com//9878,3.0,olympus,dslr,16.3,1037000d,497.0,5.1h3.7w2.5d
www.price-hunt.com//9602,2.4,tvc,camcorder,16.0,,181.0,
www.price-hunt.com//895,2.7,sony,camcorder,9.2,230000d,210.0,
www.price-hunt.com//9854,3.0,olympus,mirrorless,16.0,460000d,218.0,
www.price-hunt.com//801,2.7,rollei,point shoot,14.0,,140.0,2.4h3.9w0.9d
www.price-hunt.com//9911,2.7,canon,point shoot,20.0,230000d,142.0,2.2h3.8w0.9d
www.price-hunt.com//9784,3.0,sony,advanced point shoot,20.2,1228800d,281.0,4.0h2.3w1.5d
www.price-hunt.com//913,3.0,benq,camcorder,5.0,230000d,223.0,1.8h2.7w4.8d
www.price-hunt.com//786,3.2,nikon,dslr,24.3,921000d,850.0,5.6h4.4w3.2d
www.price-hunt.com//9815,2.7,canon,point shoot,16.0,230000d,174.0,3.7h2.4w1.2d
www.price-hunt.com//840,2.7,canon,advanced point shoot,16.0,230000d,117.0,3.7h2.1w0.9d
www.price-hunt.com//905,3.0,nikon,point shoot,12.1,921000d,184.0,4.1h2.3w1.2d
www.price-hunt.com//790,3.0,pentax,dslr,16.3,921000d,590.0,5.1h3.8w2.8d
www.price-hunt.com//9842,2.7,canon,point shoot,16.0,230000d,110.0,2.1h3.7w0.8d
www.price-hunt.com//728,3.5,panasonic,camcorder,8.5,1152000d,419.0,2.3h2.9w3.2d
www.price-hunt.com//9792,3.0,panasonic,point shoot,14.1,460000d,116.0,2.3h3.9w0.7d
www.price-hunt.com//9638,3.0,canon,point shoot,12.1,461000d,208.0,4.2h2.4w1.3d
www.price-hunt.com//9776,2.7,nikon,point shoot,20.1,230000d,129.0,2.3h3.8w0.8d
www.price-hunt.com//9633,,gopro,sports action,,,136.0,
www.price-hunt.com//774,2.7,sony,dslr,20.1,460800d,492.0,5.1h3.8w3.1d
www.price-hunt.com//9808,3.0,panasonic,camcorder,2.2,460800d,235.0,2.1h2.4w4.6d
www.price-hunt.com//918,3.0,ricoh,,16.0,230000d,203.0,2.4h4.3w1.2d
www.price-hunt.com//9737,2.7,sony,,16.1,230400d,100.0,
www.price-hunt.com//9672,2.7,ricoh,,14.0,230000d,164.0,2.3h4.5w1.1d
www.price-hunt.com//735,3.0,sony,dslr,24.3,921600d,344.0,4.7h2.6w1.8d
www.price-hunt.com//9760,3.0,canon,point shoot,16.1,461000d,135.0,2.2h3.7w0.8d
www.price-hunt.com//9625,2.7,nikon,point shoot,13.2,230000d,100.0,2.0h3.0w0.7d
www.price-hunt.com//934,2.7,sony,point shoot,12.1,230000d,103.0,2.1h3.8w0.8d
www.price-hunt.com//9598,3.5,panasonic,camcorder,7.6,460800d,395.0,2.6h2.8w5.7d
www.price-hunt.com//9577,2.7,nikon,point shoot,10.1,230000d,214.0,2.6h4.0w1.6d
www.price-hunt.com//871,3.0,nikon,mirrorless,10.1,460000d,234.0,2.4h4.2w1.2d
www.price-hunt.com//9824,2.7,canon,point shoot,16.0,230000d,130.0,3.7h2.1w0.9d
www.price-hunt.com//9873,2.7,fujifilm,point shoot,14.0,230000d,129.0,2.2h3.9w0.9d
www.price-hunt.com//826,3.0,fujifilm,point shoot,14.0,230000d,448.0,3.2h4.6w3.9d
www.price-hunt.com//9609,3.0,ricoh,,16.0,460000d,236.0,2.5h4.9w1.3d
www.price-hunt.com//719,2.7,sony,camcorder,8.9,230000d,178.0,2.1h2.2w4.6d
www.price-hunt.com//9920,2.7,panasonic,point shoot,14.1,230000d,117.0,2.3h3.9w0.8d
www.price-hunt.com//830,3.2,nikon,dslr,24.1,1228800d,765.0,5.3h4.2w3.0d
www.price-hunt.com//9832,,fujifilm,instant,,,275.0,4.4h3.8w1.9d
www.price-hunt.com//867,2.7,sony,camcorder,9.2,230000d,210.0,
www.price-hunt.com//9561,3.0,panasonic,camcorder,6.0,460800d,361.0,2.6h2.9w5.5d
www.price-hunt.com//758,2.7,sony,camcorder,9.2,230000d,215.0,
www.price-hunt.com//9795,2.7,fujifilm,point shoot,14.0,230000d,168.0,2.4h3.7w1.1d
www.price-hunt.com//810,3.0,olympus,point shoot,14.0,460000d,148.0,2.2h4.0w1.0d
www.price-hunt.com//778,2.7,sony,point shoot,16.1,230400d,116.0,2.1h3.6w0.8d
www.price-hunt.com//9668,1.5,yourdeal,sports action,12.0,,100.0,
www.price-hunt.com//9541,3.0,sony,,10.1,,125.0,
www.price-hunt.com//9557,2.7,nikon,point shoot,14.2,230000d,156.0,3.8h2.2w1.0d
www.price-hunt.com//851,2.7,sony,camcorder,9.2,230000d,210.0,
www.price-hunt.com//9629,2.7,panasonic,camcorder,2.1,230400d,181.0,2.1h2.4w4.5d
www.price-hunt.com//806,3.0,fujifilm,advanced point shoot,16.3,460000d,637.0,5.1h3.6w5.0d
www.price-hunt.com//9916,2.7,sony,dslr,20.1,460800d,573.0,5.1h3.8w3.1d
www.price-hunt.com//9717,3.2,canon,point shoot,10.1,461000d,142.0,3.4h2.1w0.8d
www.price-hunt.com//9594,2.7,panasonic,point shoot,12.1,230000d,110.0,2.1h3.8w0.9d
www.price-hunt.com//892,3.0,sony,dslr,24.3,921600d,344.0,2.6h4.7w1.8d
www.price-hunt.com//938,2.0,drift,,11.0,,167.0,4.1h2.0w1.3d
www.price-hunt.com//9828,3.0,canon,dslr,18.0,460000d,480.0,0.2h0.2w0.1d
www.price-hunt.com//9605,3.0,panasonic,camcorder,9.2,230400d,375.0,2.6h2.7w5.4d
www.price-hunt.com//9890,2.7,panasonic,camcorder,2.2,230400d,211.0,2.1h2.3w4.6d
www.price-hunt.com//9613,3.0,nikon,point shoot,16.0,460000d,138.0,2.3h3.8w0.8d
www.price-hunt.com//9756,2.7,canon,advanced point shoot,16.0,230000d,125.0,3.8h2.2w0.8d
www.price-hunt.com//9644,2.7,samsung,point shoot,14.2,230000d,120.0,2.3h3.8w0.8d
www.price-hunt.com//754,3.2,nikon,dslr,36.3,921000d,900.0,5.7h4.8w3.2d
www.price-hunt.com//9583,2.4,samsung,point shoot,12.2,112000d,125.0,2.3h3.8w0.8d
www.price-hunt.com//9645,2.7,nikon,point shoot,13.2,230000d,175.0,2.6h4.2w1.6d
www.price-hunt.com//755,2.7,kodak,point shoot,14.0,230000d,130.0,2.2h3.7w0.9d
www.price-hunt.com//9887,2.7,sony,point shoot,16.2,460800d,117.0,2.0h3.6w0.8d
www.price-hunt.com//9868,3.0,pentax,dslr,16.3,921000d,590.0,5.1h3.8w2.8d
www.price-hunt.com//9757,3.0,fujifilm,advanced point shoot,16.0,920000d,808.0,5.3h4.0w5.7d
www.price-hunt.com//9891,2.4,samsung,point shoot,10.1,112000d,86.0,2.0h3.2w0.7d
www.price-hunt.com//9604,3.0,canon,point shoot,16.0,460000d,133.0,2.2h3.8w0.8d
www.price-hunt.com//9595,3.0,sony,dslr,24.3,921600d,653.0,5.6h4.1w3.2d
www.price-hunt.com//939,3.0,sony,dslr,20.1,230400d,411.0,3.6h5.0w3.3d
www.price-hunt.com//9829,3.0,panasonic,point shoot,14.1,460000d,184.0,2.3h4.1w1.1d
www.price-hunt.com//9716,3.0,nikon,point shoot,16.1,921000d,430.0,4.4h3.0w3.3d
www.price-hunt.com//743,3.0,sony,point shoot,20.1,460800d,655.0,3.7h5.1w4.8d
www.price-hunt.com//807,3.0,panasonic,advanced point shoot,16.1,614000d,1010.0,5.2h3.7w3.2d
www.price-hunt.com//9917,3.0,tvc,camcorder,18.0,,,
www.price-hunt.com//942,3.0,canon,dslr,18.0,1040000d,675.0,5.7h4.2w3.1d
www.price-hunt.com//9628,3.0,sony,,10.2,,130.0,
www.price-hunt.com//9782,3.0,samsung,point shoot,14.2,230000d,148.0,2.3h4.0w0.8d
www.price-hunt.com//915,3.2,canon,dslr,22.3,1040000d,950.0,6.0h4.6w3.0d
www.price-hunt.com//9690,3.0,sony,point shoot,20.4,921600d,660.0,3.7h5.1w4.1d
www.price-hunt.com//780,3.0,olympus,mirrorless,12.3,460000d,313.0,4.3h2.5w1.5d
www.price-hunt.com//846,2.5,kodak,camcorder,14.4,230000d,,4.4h2.2w0.9d
www.price-hunt.com//903,3.0,sony,,12.1,,137.0,
www.price-hunt.com//9686,3.0,sony,,20.1,1228800d,290.0,2.3h4.0w1.6d
www.price-hunt.com//811,2.8,fujifilm,mirrorless,12.3,460000d,405.0,5.0h2.9w2.1d
www.price-hunt.com//9794,3.2,nikon,dslr,16.2,921000d,1180.0,6.3h6.2w3.6d
www.price-hunt.com//9649,3.0,nikon,dslr,24.2,921000d,505.0,4.9h3.8w3.0d
www.price-hunt.com//759,3.0,fujifilm,advanced point shoot,16.2,920000d,659.0,4.8h3.5w4.8d
www.price-hunt.com//9833,2.7,sony,point shoot,14.1,230400d,113.0,2.1h3.7w0.8d
www.price-hunt.com//9921,2.7,sony,,12.1,,117.0,
www.price-hunt.com//9608,3.0,canon,point shoot,16.0,230000d,135.0,2.2h3.8w0.8d
www.price-hunt.com//827,3.0,sony,dslr,24.3,921600d,474.0,5.0h3.7w1.9d
www.price-hunt.com//870,3.0,pentax,,16.3,921000d,590.0,3.8h5.1w2.8d
www.price-hunt.com//9825,3.2,canon,point shoot,10.1,461000d,142.0,2.1h3.4w0.8d
www.price-hunt.com//734,2.7,olympus,point shoot,14.0,230000d,122.0,2.3h3.8w0.8d
www.price-hunt.com//9736,3.0,nikon,point shoot,10.3,460000d,481.0,3.3h4.5w3.9d
www.price-hunt.com//763,3.0,sony,camcorder,24.5,921000d,460.0,
www.price-hunt.com//9809,2.7,samsung,point shoot,14.2,230000d,110.0,2.1h3.7w0.7d
