spec_id,screen_size,brand,type,megapixels,dots,weight,dimensions
www.price-hunt.com//9777,2.7,kodak,point shoot,16.0,230000d,116.0,
www.price-hunt.com//9848,2.8,fujifilm,,12.0,,,
www.price-hunt.com//9830,3.0,panasonic,point shoot,12.1,460000d,185.0,2.3h4.1w1.3d
www.price-hunt.com//865,2.7,samsung,point shoot,14.2,230000d,105.0,2.1h3.6w0.6d
www.price-hunt.com//832,2.7,sony,camcorder,9.2,230000d,215.0,
www.price-hunt.com//9922,2.7,canon,dslr,12.2,230000d,450.0,5.1h3.9w3.1d
www.price-hunt.com//9871,3.0,panasonic,point shoot,14.1,230000d,141.0,2.3h4.0w0.7d
www.price-hunt.com//824,3.0,sony,dslr,20.1,460800d,269.0,4.3h2.5w1.4d
www.price-hunt.com//9719,1.5,yourdeal,sports action,12.0,,100.0,
www.price-hunt.com//873,3.5,panasonic,point shoot,12.1,230000d,142.0,2.2h3.9w0.8d
www.price-hunt.com//737,3.0,sony,dslr,36.4,921600d,465.0,5.0h3.7w1.9d
www.price-hunt.com//9762,2.7,canon,point shoot,16.0,230000d,127.0,2.1h3.7w0.9d
www.price-hunt.com//9918,2.7,panasonic,point shoot,14.1,230000d,121.0,2.3h3.8w0.8d
www.price-hunt.com//808,3.0,panasonic,video camera,4.1,460800d,2270.0,8.1h8.5w18.9d
www.price-hunt.com//9670,3.2,canon,dslr,18.1,1040000d,1340.0,6.2h6.4w3.3d
www.price-hunt.com//9735,3.0,fujifilm,point shoot,16.0,460000d,196.0,2.3h4.1w1.3d
www.price-hunt.com//776,3.0,sony,dslr,16.1,921600d,539.0,5.2h3.8w3.2d
www.price-hunt.com//849,3.0,kodak,point shoot,16.0,460000d,416.0,
www.price-hunt.com//9631,3.0,kodak,point shoot,16.4,460000d,,3.4h4.8w3.8d
www.price-hunt.com//9774,2.7,olympus,point shoot,16.0,230000d,122.0,2.3h3.8w0.8d
www.price-hunt.com//721,2.7,sony,video camera,,230000d,2700.0,10.0h9.1w18.0d
www.price-hunt.com//9580,1.5,yourdeal,sports action,12.0,,100.0,
www.price-hunt.com//9646,3.2,nikon,dslr,24.2,1036800d,480.0,4.9h3.9w3.0d
www.price-hunt.com//9884,1.4,garmin,sports action,16.0,,177.0,1.3h2.1w4.4d
www.price-hunt.com//828,2.7,olympus,point shoot,12.0,230000d,135.0,2.4h3.7w0.9d
www.price-hunt.com//9892,2.7,kodak,point shoot,14.2,230000d,159.0,2.2h3.7w0.9d
www.price-hunt.com//9742,2.7,panasonic,camcorder,0.8,123200d,165.0,1.7h2.3w4.0d
www.price-hunt.com//9607,2.7,panasonic,point shoot,16.1,230000d,112.0,2.2h3.9w0.8d
www.price-hunt.com//9579,3.0,sony,slr,24.3,921600d,653.0,5.6h4.1w3.2d
www.price-hunt.com//890,2.7,sony,dslr,20.1,460800d,492.0,3.8h5.1w3.1d
www.price-hunt.com//9650,2.7,sony,point shoot,20.1,230400d,104.0,2.1h3.7w0.9d
www.price-hunt.com//9914,3.0,sony,point shoot,20.1,460800d,590.0,5.0h3.5w3.6d
www.price-hunt.com//916,3.0,canon,point shoot,10.1,461000d,135.0,3.4h2.1w0.8d
www.price-hunt.com//9806,3.0,ricoh,,16.0,460000d,229.0,2.5h4.9w1.3d
www.price-hunt.com//9555,2.7,olympus,point shoot,12.0,230000d,105.0,2.1h3.6w0.8d
www.price-hunt.com//9693,3.0,sony,dslr,20.1,460800d,269.0,2.5h4.3w1.4d
www.price-hunt.com//845,,olympus,,14.0,,,
www.price-hunt.com//795,2.7,panasonic,camcorder,10.0,230400d,184.0,2.1h2.4w4.5d
www.price-hunt.com//9902,3.0,nikon,point shoot,20.1,230000d,137.0,2.3h3.8w0.8d
www.price-hunt.com//9847,3.0,nikon,advanced point shoot,16.0,921000d,470.0,4.4h3.0w3.3d
www.price-hunt.com//9797,3.0,fujifilm,advanced point shoot,16.0,230000d,426.0,4.8h3.7w3.9d
www.price-hunt.com//9778,2.7,sony,camcorder,8.9,230000d,210.0,2.3h2.2w4.6d
www.price-hunt.com//9796,3.0,olympus,mirrorless,12.0,1040000d,402.0,4.6h3.4w2.2d
www.price-hunt.com//9779,3.0,olympus,micro four thirds interchangeable lens system,16.3,1037000d,497.0,5.1h3.7w2.5d
www.price-hunt.com//9903,3.0,nikon,point shoot,14.1,230000d,435.0,3.0h4.3w3.1d
www.price-hunt.com//9846,2.7,canon,point shoot,16.0,230000d,109.0,2.1h3.7w0.8d
www.price-hunt.com//794,2.7,canon,advanced point shoot,16.0,230000d,118.0,3.7h2.1w0.9d
www.price-hunt.com//9811,1.5,yourdeal,sports action,12.0,,100.0,
www.price-hunt.com//844,4.77,samsung,point shoot,16.3,,305.0,2.8h5.1w0.7d
www.price-hunt.com//917,3.0,sony,dslr,20.1,230400d,411.0,5.0h3.6w3.3d
www.price-hunt.com//852,3.0,sony,point shoot,20.4,921600d,272.0,2.5h4.3w1.5d
www.price-hunt.com//9807,3.0,sony,dslr,16.1,921600d,276.0,4.4h2.3w1.5d
www.price-hunt.com//9554,2.7,casio,point shoot,14.1,230400d,141.0,2.2h3.8w0.8d
www.price-hunt.com//940,3.0,nikon,point shoot,16.1,921000d,494.0,3.3h4.8w3.9d
www.price-hunt.com//9850,3.0,nikon,advanced point shoot,16.2,921000d,299.0,4.4h2.5w1.6d
www.price-hunt.com//805,3.0,canon,dslr,20.2,1040000d,675.0,5.5h4.1w3.1d
www.price-hunt.com//9714,,wespro,,10.0,,,
www.price-hunt.com//741,3.0,canon,point shoot,10.1,461000d,135.0,2.1h3.4w0.8d
www.price-hunt.com//9578,3.0,olympus,mirrorless,16.0,460000d,247.0,
www.price-hunt.com//891,3.0,canon,dslr,18.0,460000d,480.0,0.2h0.2w0.1d
www.price-hunt.com//9597,2.7,casio,point shoot,12.1,230400d,174.0,4.1h2.3w1.1d
www.price-hunt.com//9893,3.0,nikon,advanced point shoot,16.1,230000d,430.0,4.4h3.0w3.3d
www.price-hunt.com//757,3.0,sony,mirrorless,16.1,921600d,218.0,
www.price-hunt.com//868,3.0,canon,point shoot,12.1,461000d,198.0,2.3h3.9w1.1d
www.price-hunt.com//9581,3.0,sony,dslr,16.2,921600d,433.0,4.9h3.6w3.3d
www.price-hunt.com//9630,3.0,olympus,mirrorless,16.5,460000d,279.0,4.4h2.5w1.5d
www.price-hunt.com//848,3.0,ricoh,,16.2,1230000d,245.0,2.4h4.6w1.4d
www.price-hunt.com//9667,3.0,canon,point shoot,16.0,230000d,141.0,2.2h3.7w0.8d
www.price-hunt.com//798,3.0,sony,camcorder,9.2,460000d,325.0,
www.price-hunt.com//777,3.0,nikon,point shoot,16.1,921000d,565.0,3.3h4.9w4.2d
www.price-hunt.com//9688,2.4,fujifilm,point shoot,12.0,110000d,,2.3h3.6w1.3d
www.price-hunt.com//761,3.0,sony,camcorder,8.9,230000d,210.0,2.3h2.2w4.6d
www.price-hunt.com//9919,3.0,fujifilm,,14.0,460000d,470.0,
www.price-hunt.com//9763,3.0,panasonic,point shoot,14.1,230000d,210.0,2.3h4.1w1.3d
www.price-hunt.com//872,3.0,jvc,camcorder,,230000d,215.0,
www.price-hunt.com//9827,2.7,fujifilm,point shoot,14.0,230000d,151.0,2.2h3.8w1.1d
www.price-hunt.com//9718,2.7,panasonic,point shoot,14.1,,,
www.price-hunt.com//9870,1.8,wespro,camcorder,,,95.0,2.2h3.7w1.6d
www.price-hunt.com//833,3.0,panasonic,mirrorless,16.1,641000d,470.0,5.2h3.7w3.2d
www.price-hunt.com//9866,2.7,nikon,point shoot,12.0,230000d,116.0,3.7h2.2w0.7d
www.price-hunt.com//9759,3.0,aiptek,point shoot,5.0,,800.0,2.7h4.1w0.9d
www.price-hunt.com//9831,2.7,polaroid,instant,14.0,,653.0,
www.price-hunt.com//921,2.7,sony,point shoot,20.1,230000d,120.0,2.1h3.7w0.9d
www.price-hunt.com//9569,3.0,panasonic,camcorder,6.0,460800d,353.0,2.6h2.9w5.5d
www.price-hunt.com//9640,2.7,sony,point shoot,18.2,460800d,122.0,2.1h3.6w0.9d
www.price-hunt.com//9882,2.7,panasonic,camcorder,0.5,123200d,212.0,2.2h2.5w4.2d
www.price-hunt.com//9752,3.0,fujifilm,point shoot,14.0,230000d,540.0,4.6h3.2w3.9d
www.price-hunt.com//9601,3.0,panasonic,point shoot,16.1,230000d,126.0,2.2h3.7w0.8d
www.price-hunt.com//9590,3.0,panasonic,,12.1,460000d,475.0,4.4h2.7w1.3d
www.price-hunt.com//9787,2.7,fujifilm,point shoot,14.0,230000d,117.0,2.2h3.9w0.9d
www.price-hunt.com//9768,3.0,olympus,point shoot,16.0,230000d,435.0,2.9h4.3w2.9d
www.price-hunt.com//910,3.0,fujifilm,point shoot,12.0,460000d,225.0,2.4h4.2w1.3d
www.price-hunt.com//9553,2.8,fujifilm,,12.0,,,
www.price-hunt.com//855,2.7,samsung,point shoot,16.1,230000d,101.0,2.1h3.5w0.7d
www.price-hunt.com//9800,2.7,sony,,12.1,230400d,121.0,
www.price-hunt.com//785,3.0,olympus,point shoot,10.0,614000d,275.0,4.4h2.6w1.7d
www.price-hunt.com//9695,2.7,kodak,point shoot,16.0,230000d,106.0,
www.price-hunt.com//906,3.0,nikon,dslr,12.1,921000d,1240.0,6.3h6.2w3.4d
www.price-hunt.com//9816,,sony,lens style camera,20.0,,90.0,
www.price-hunt.com//843,2.7,nikon,point shoot,16.0,460000d,165.0,2.2h3.8w1.1d
www.price-hunt.com//9545,3.0,canon,mirrorless,16.1,922000d,650.0,
www.price-hunt.com//793,3.0,nikon,point shoot,12.2,921000d,194.0,2.3h4.1w1.3d
www.price-hunt.com//9729,2.7,sony,dslr,20.1,460800d,492.0,5.1h3.8w3.1d
www.price-hunt.com//9904,3.0,sony,dslr,24.3,921600d,344.0,2.6h4.7w1.8d
www.price-hunt.com//9841,2.5,pentax,point shoot,14.0,230000d,108.0,3.4h2.1w0.8d
www.price-hunt.com//9791,2.5,nikon,point shoot,10.1,230000d,96.0,2.0h3.0w0.7d
www.price-hunt.com//9709,2.7,panasonic,camcorder,0.6,230400d,212.0,2.2h2.5w4.3d
www.price-hunt.com//9836,2.7,nikon,point shoot,16.1,230400d,161.0,2.3h3.8w1.1d
www.price-hunt.com//863,2.7,panasonic,point shoot,14.1,230000d,96.0,2.2h3.8w0.8d
www.price-hunt.com//9565,2.7,nikon,point shoot,14.2,230000d,115.0,3.8h2.2w0.9d
www.price-hunt.com//926,3.0,sony,dslr,24.3,921600d,,4.1h5.6w3.2d
www.price-hunt.com//834,3.0,sony,mirrorless,16.1,921600d,218.0,
www.price-hunt.com//9877,3.0,canon,dslr,18.0,460000d,480.0,0.2h0.2w0.1d
www.price-hunt.com//875,2.7,samsung,camcorder,,230000d,145.0,1.4h2.2w4.3d
www.price-hunt.com//9820,3.0,canon,dslr,18.0,460000d,480.0,0.2h0.2w0.1d
www.price-hunt.com//930,1.4,garmin,sports action,16.0,,177.0,1.3h2.1w4.4d
www.price-hunt.com//731,3.0,panasonic,camcorder,14.3,230400d,162.0,3.4h4.8w1.5d
www.price-hunt.com//9676,3.0,olympus,mirrorless,16.0,460000d,589.0,
www.price-hunt.com//9699,3.0,olympus,point shoot,14.0,230000d,125.0,2.2h3.8w0.8d
www.price-hunt.com//770,3.0,kodak,point shoot,16.0,230000d,354.0,
www.price-hunt.com//9772,3.0,nikon,point shoot,16.0,921000d,508.0,3.0h4.4w3.6d
www.price-hunt.com//9909,3.0,canon,point shoot,16.0,230000d,135.0,2.2h3.8w0.8d
www.price-hunt.com//9773,2.7,fujifilm,point shoot,14.0,230000d,168.0,2.4h3.7w1.1d
www.price-hunt.com//726,2.7,sony,camcorder,9.2,230000d,210.0,
www.price-hunt.com//9548,2.7,canon,point shoot,16.0,230000d,126.0,2.4h3.7w1.2d
www.price-hunt.com//771,2.4,wespro,camcorder,,,184.0,
www.price-hunt.com//858,2.7,benq,advanced point shoot,16.0,230000d,160.0,4.1h2.3w0.8d
www.price-hunt.com//9732,3.0,olympus,mirrorless,16.0,460000d,271.0,
www.price-hunt.com//767,1.5,yourdeal,,12.0,,100.0,
www.price-hunt.com//9698,2.7,fujifilm,point shoot,14.0,230000d,125.0,2.2h3.7w0.8d
www.price-hunt.com//9620,3.5,nikon,point shoot,14.1,819000d,133.0,2.5h3.9w0.6d
www.price-hunt.com//9765,2.7,fujifilm,point shoot,12.2,230000d,126.0,2.2h3.7w0.8d
www.price-hunt.com//9572,2.7,canon,advanced point shoot,12.1,,,4.1h2.7w3.2d
www.price-hunt.com//874,3.0,canon,point shoot,10.1,461000d,181.0,2.3h3.9w1.0d
www.price-hunt.com//9821,,canon,slr,18.0,,,
www.price-hunt.com//931,3.0,sony,point shoot,18.2,460800d,164.0,2.2h3.8w1.0d
www.price-hunt.com//823,2.7,sony,camcorder,9.2,230000d,190.0,
www.price-hunt.com//9749,3.0,sony,digital interchangeable lens,24.3,921600d,283.0,4.3h2.5w1.4d
www.price-hunt.com//9925,2.5,pentax,point shoot,14.0,230000d,108.0,
www.price-hunt.com//9837,3.0,canon,point shoot,12.1,461000d,144.0,2.2h3.8w0.9d
www.price-hunt.com//862,2.7,panasonic,camcorder,2.2,230400d,216.0,2.1h2.3w4.6d
www.price-hunt.com//9790,2.7,fujifilm,point shoot,16.0,230000d,124.0,2.3h3.7w1.0d
www.price-hunt.com//815,2.8,fujifilm,mirrorless,12.0,460000d,333.0,4.6h2.7w2.2d
www.price-hunt.com//9840,3.0,kodak,point shoot,16.0,230000d,180.0,
www.price-hunt.com//9728,3.0,nikon,dslr,12.1,920000d,995.0,5.8h4.8w3.0d
www.price-hunt.com//9682,2.7,panasonic,point shoot,16.1,230000d,152.0,2.2h3.9w1.1d
www.price-hunt.com//9817,3.0,nikon,point shoot,16.0,460000d,145.0,2.3h3.8w0.9d
www.price-hunt.com//911,3.0,sony,dslr,16.1,921600d,345.0,4.7h2.6w1.7d
www.price-hunt.com//9552,3.0,nikon,point shoot,16.0,460000d,206.0,2.4h4.3w1.2d
www.price-hunt.com//854,3.0,canon,point shoot,16.0,230000d,313.0,
www.price-hunt.com//9786,3.0,samsung,point shoot,16.1,288000d,130.0,2.2h3.6w0.7d
www.price-hunt.com//9856,3.0,olympus,point shoot,14.0,460000d,147.0,2.5h4.1w0.9d
www.price-hunt.com//9712,,fujifilm,,0.6,,307.0,
www.price-hunt.com//747,3.0,canon,point shoot,14.3,922000d,492.0,3.2h4.6w2.5d
www.price-hunt.com//9657,3.0,canon,point shoot,16.0,230000d,145.0,2.2h3.8w1.0d
www.price-hunt.com//878,3.0,sony,point shoot,16.2,921600d,208.0,2.3h4.0w1.1d
www.price-hunt.com//897,3.0,sony,camcorder,,230000d,230.0,2.1h2.2w4.9d
www.price-hunt.com//9745,3.0,pentax,dslr,16.3,921000d,590.0,5.1h3.8w2.8d
www.price-hunt.com//9616,2.7,rollei,point shoot,10.0,,112.0,2.4h3.8w0.9d
www.price-hunt.com//839,3.0,pentax,dslr,16.3,921000d,590.0,5.1h3.8w2.8d
www.price-hunt.com//9883,3.0,sony,dslr,20.1,230400d,411.0,5.0h3.6w3.3d
www.price-hunt.com//751,3.0,nikon,point shoot,20.2,460000d,430.0,3.0h4.4w3.3d
www.price-hunt.com//9568,3.0,sony,dslr,16.1,921600d,539.0,5.2h3.8w3.2d
www.price-hunt.com//9587,2.7,sony,camcorder,9.2,230000d,210.0,
